HS Code,HS Code Label
0284990,Other
0285000,"DRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849"
0285210,Chemically defined:
0285290,Other
0285300,"THER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS"
0290110,Saturated
0290121,Ethylene
0290122,Propene (propylene)
0290123,Butene (butylene) and isomers thereof
0290124,"Buta-1,3-diene and isoprene"
0290129,Other
0290211,Cyclohexane
0290219,Other
0290220,Benzene
0290230,Toluene
0290241,Ortho-xylene
0290242,Meta-xylene
0290243,Para-xylene
0290244,Mixed xylene isomers
0290250,Styrene
0290260,Ethylbenzene
0290270,Cumene
0290290,Other
0290311,Chloromethane (methyl chloride) and chloroethane (ethyl chloride)
0290312,Dichloromethane (methylene chloride)
0290313,Chloroform (trichloromethane)
0290314,Carbon tetrachloride
0290315,"Ethylene dichloride (ISO) (1,2-dichloroethane)"
0290319,Other
0290321,Vinyl chloride (chloroethylene)
0290322,Trichloroethylene
0290323,Tetrachloroethylene (perchloroethylene)
0290329,Other
0290331,"Ethylene dibromide (ISO) (1,2-dibromoethane)"
0290339,Other
0290371,Chlorodifluoromethane
0290372,Dichlorotrifluoroethanes
0290373,Dichlorofluoroethanes
0290374,Chlorodifluoroethanes
0290375,Dichloropentafluoropropanes
0290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes"
0290377,"Other, perhalogenated only with fluorine and chlorine:"
0290378,Other perhalogenated derivatives
0290379,Other:
0290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including linane (ISO, INN)"
0290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)"
0290389,Other
0290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene"
0290392,"Hexachlorobenzene (ISO) amd DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)"
0290399,Other
0290410,"Derivatives containing only sulpho groups, their salts and ethyl esters"
0290420,Derivatives containing only nitro or only nitroso groups
0290490,Other
0290511,Methanol (methyl alcohol)
0290512,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)
0290513,Butan-1-ol (normal-butyl alcohol)
0290514,Other butanols
0290516,Octanol (octyl alcohol) and isomers thereof
0290517,"Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)"
0290519,Other:
0290522,Acyclic terpene alcohols
0290529,Other
0290531,Ethylene glycol (ethanediol)
0290532,"Propylene glycol (propane-1,2-diol)"
0290539,Other
0290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)"
0290542,Pentaerythritol
0290543,Mannitol
0290544,D-glucitol (sorbitol)
0290545,Glycerol
0290549,Other
0290551,Ethchlorvynol (INN)
0290559,Other:
0290611,Menthol
0290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols"
0290613,Sterols and inositols
0290619,Other
0290621,Benzyl alcohol
0290629,Other
0290711,Phenol (hydroxybenzene) and its salts
0290712,Cresols and their salts
0290713,"Octylphenol, nonylphenol and their isomers; salts thereof"
0290715,Naphthols and their salts
0290719,Other
0290721,Resorcinol and its salts
0290722,Hydroquinone (quinol) and its salts
0290723,"4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts"
0290729,Other
0290811,Pentachlorophenol (ISO)
0290819,Other
0290891,Dinoseb (ISO) and its salts
0290892,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts"
0290899,Other
0290911,Diethyl ether
0290919,Other
0290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
0290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
0290941,"2,2'-Oxydiethanol (diethylene glycol, digol)"
0290943,Monobutyl ethers of ethylene glycol or of diethylene glycol
0290944,Other monoalkylethers of ethylene glycol or of diethylene glycol
0290949,Other
0290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
0290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives"
0291010,Oxirane (ethylene oxide)
0291020,Methyloxirane (propylene oxide)
0291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)"
0291040,"Dieldrin (ISO, INN)"
0291090,Other
0291100,"ETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
0291211,Methanal (formaldehyde)
0291212,Ethanal (acetaldehyde)
0291219,Other
0291221,Benzaldehyde
0291229,Other
0291241,Vanillin (4-hydroxy-3- methoxybenzaldehyde)
0291242,Ethylvanillin (3-ethoxy-4- hydroxybenzaldehyde)
0291249,Other
0291250,Cyclic polymers of aldehydes
0291260,Paraformaldehyde
0291300,"LOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PRODUCTS OF 2912"
0291411,Acetone
0291412,Butanone (methyl ethyl ketone)
0291413,4-Methylpentan-2-one (methyl isobutyl ketone)
0291419,Other:
0291422,Cyclohexanone and methylcyclohexanones
0291423,Ionones and methylionones
0291429,Other
0291431,Phenylacetone (phenylpropan-2-one)
0291439,Other
0291440,Ketone-alcohols and ketone-aldehydes
0291450,Ketone-phenols and ketones with other oxygen function
0291461,Anthraquinone
0291469,Other
0291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives:"
0291511,Formic acid
0291512,Salts of formic acid
0291513,Esters of formic acid
0291521,Acetic acid
0291524,Acetic anhydride
0291529,Other
0291531,Ethyl acetate
0291532,Vinyl acetate
0291533,n-Butylacetate
0291536,Dinoseb (ISO) acetate
0291539,Other
0291540,"Mono-, di- or trichloroacetic acids, their salts and esters"
0291550,"Propionic acid, its salts and esters"
0291560,"Butanoic acids, pentanoic acids, their salts and esters"
0291570,"Palmitic acid, stearic acid, their salts and esters"
0291590,Other
0291611,Acrylic acid and its salts
0291612,Esters of acrylic acid
0291613,Methacrylic acid and its salts
0291614,Esters of methacrylic acid
0291615,"Oleic, linoleic or linolenic acids, their salts and esters"
0291616,Binapacryl (ISO)
0291619,Other
0291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
0291631,"Benzoic acid, its salts and esters"
0291632,Benzoyl peroxide and benzoyl chloride
0291634,Phenylacetic acid and its salts
0291639,Other
0291711,"Oxalic acid, its salts and esters"
0291712,"Adipic acid, its salts and esters"
0291713,"Azelaic acid, sebacic acid, their salts and esters"
0291714,Maleic anhydride
0291719,Other:
0291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
0291732,Dioctyl orthophthalates
0291733,Dinonyl or didecyl orthophthalates
0291734,Other esters of orthophthalic acid
0291735,Phthalic anhydride
0291736,Terephthalic acid and its salts
0291737,Dimethyl terephthalate
0291739,Other
0291811,"Lactic acid, its salts and esters"
0291812,Tartaric acid
0291813,Salts and esters of tartaric acid
0291814,Citric acid
0291815,Salts and esters of citric acid
0291816,"Gluconic acid, its salts and esters"
0291818,Chlorobenzilate (ISO)
0291819,Other:
0291821,Salicylic acid and its salts
0291822,"O-Acetylsalicylic acid, its salts and esters"
0291823,Other esters of salicylic acid and their salts
0291829,Other
0291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
0291891,"2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters"
0291899,Other
0291910,"Tris(2,3-dibromopropyl) phosphate"
0291990,Other
0292011,Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion)
0292019,Other
0292090,Other:
0292111,"Methylamine, di- or trimethylamine and their salts:"
0292119,Other:
0292121,Ethylenediamine and its salts
0292122,Hexamethylenediamine and its salts
0292129,Other
0292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof"
0292141,Aniline and its salts
0292142,Aniline derivatives and their salts
0292143,Toluidines and their derivatives; salts thereof
0292144,Diphenylamine and its derivatives; salts thereof
0292145,"1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthylamine) and their derivatives; salts thereof"
0292146,"Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof"
0292149,Other
0292151,"Ortho-, meta-, para-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof"
0292159,Other
0292211,Monoethanolamine and its salts
0292212,Diethanolamine and its salts
0292213,Triethanolamine and its salts:
0292214,Dextropropoxyphene (INN) and its salts
0292219,Other:
0292221,Aminohydroxynaphthalenesulphonic acids and their salts
0292229,Other
0292231,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof"
0292239,Other
0292241,Lysine and its esters; salts thereof
0292242,Glutamic acid and its salts
0292243,Anthranilic acid and its salts
0292244,Tilidine (INN) and its salts
0292249,Other
0292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function"
0292310,Choline and its salts
0292320,Lecithins and other phosphoaminolipids
0292390,Other
0292411,Meprobamate (INN)
0292412,"Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)"
0292419,Other
0292421,Ureines and their derivatives; salts thereof
0292423,2-Acetamidobenzoic acid (N-acetylanthranilic acid) and its salts
0292424,Ethinamate (INN)
0292429,Other
0292511,Saccharin and its salts
0292512,Glutethimide (INN)
0292519,Other
0292521,Chlordimeform (ISO)
0292529,Other
0292610,Acrylonitrile
0292620,1-Cyanoguanidine (dicyandiamide)
0292630,"Fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)"
0292690,Other:
0292700,"AZO-, AZO- OR AZOXY-COMPOUNDS"
0292800,GANIC DERIVATIVES OF HYDRAZINE OR OF HYDROXYLAMINE
0292910,Isocyanates
0292990,Other:
0293020,Thiocarbamates and dithiocarbamates
0293030,"Thiuram mono-, di- or tetrasulphides"
0293040,Methionine
0293050,Captafol (ISO) and methamidophos (ISO)
0293090, Other:
0293110,Tetramethyl lead and tetraethyl lead
0293120,Tributyltin compounds
0293190,Other:
0293211,Tetrahydrofuran
0293212,2-Furaldehyde (furfuraldehyde)
0293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol
0293219,Other
0293220,Lactones
0293291,Isosafrole
0293292,"1-(1,3-Benzodioxol-5-yl)propan-2-one"
0293293,Piperonal
0293294,Safrole
0293295,Tetrahydrocannabinols (all isomers)
0293299,Other
0293311,Phenazone (antipyrin) and its derivatives
0293319,Other
0293321,Hydantoin and its derivatives
0293329,Other
0293331,Pyridine and its salts
0293332,Piperidine and its salts
0293333,"Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) intermediate A, phencyclidine (INN) (PCP), phenoperidine (INN), pipradrol (INN), piritramide (INN), propiram (INN) and trimeperidine (INN); salts thereof"
0293339,Other:
0293341,Levorphanol (INN) and its salts
0293349,Other
0293352,Malonylurea (barbituric acid) and its salts
0293353,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof"
0293354,Other derivatives of malonylurea (bartituric acid); salts thereof
0293355,"Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof"
0293359,Other
0293361,Melamine
0293369,Other
0293371,6-Hexanelactam (epsilon-caprolactam)
0293372,Clobazam (INN) and methyprylon (INN)
0293379,Other lactams
0293391,"Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lorazepam (INN), lormetazepam (INN), mazindol (INN), medazepam (INN), midazolam (INN), nimetazepam (INN), nitrazepam (INN), nordazepam (INN), oxazepam (INN), pinazepam (INN), prazepam (INN), pyrovalerone (INN), temazepam (INN), tetrazepam (INN) and triazolam (INN); salts thereof"
0293399,Other
0293410,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure
0293420,"Compounds containing in the structure a benzothiazole ring-system (whether or not hydrogenated), not further fused"
0293430,"Compounds containing in the structure a phenothiazine ring-system (whether or not hydrogenated), not further fused"
0293491,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts thereof"
0293499,Other:
0293500,LPHONAMIDES
0293621,Vitamins A and their derivatives
0293622,Vitamin B1 and its derivatives
0293623,Vitamin B2 and its derivatives
0293624,D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives
0293625,Vitamin B6 and its derivatives
0293626,Vitamin B12 and its derivatives
0293627,Vitamin C and its derivatives
0293628,Vitamin E and its derivatives
0293629,Other vitamins and their derivatives
0293690,"Other, including natural concentrates"
0293711,"Somatotropin, its derivatives and structural analogues"
0293712,Insulin and its salts
0293719,Other
0293721,"Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)"
0293722,Halogenated derivatives of corticosteroidal hormones
0293723,Oestrogens and progestogens
0293729,Other
0293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues"
0293790,Other
0293810,Rutoside (rutin) and its derivatives
0293890,Other
0293911,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN), thebacon (INN) and thebaine; salts thereof"
0293919,Other
0293920,Alkaloids of cinchona and their derivatives; salts thereof
0293930,Caffeine and its salts
0293941,Ephedrine and its salts
0293942,Pseudoephedrine (INN) and its salts
0293943,Cathine (INN) and its salts
0293944,Norephedrine and its salts
0293949,Other
0293951,Fenetylline (INN) and its salts
0293959,Other
0293961,Ergometrine (INN) and its salts
0293962,Ergotamine (INN) and its salts
0293963,Lysergic acid and its salts
0293969,Other
0293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof"
0293999,Other
0294000,"GARS, CHEMICALLY PURE, OTHER THAN SUCROSE, LACTOSE, MALTOSE, GLUCOSE AND FRUCTOSE; SUGAR ETHERS, SUGAR ACETALS AND SUGAR ESTERS, AND THEIR SALTS, OTHER THAN PRODUCTS OF 2937, 2938 or 2939"
0294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof
0294120,Streptomycins and their derivatives; salts thereof
0294130,Tetracyclines and their derivatives; salts thereof
0294140,Chloramphenicol and its derivatives; salts thereof
0294150,Erythromycin and its derivatives; salts thereof
0294190,Other
0294200,HER ORGANIC COMPOUNDS
0299988,*******THIS MUST BE REMOVED FROM BROMIDES BEFORE PRINTING******
0300120,Extracts of glands or other organs or of their secretions
0300190,Other:
0300210,"Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes"
0300220,Vaccines for human medicine
0300230,Vaccines for veterinary medicine
0300290,Other:
0300310,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives"
0300320,Containing other antibiotics:
0300331,Containing insulin
0300339,Other
0300340,Containing alkaloids or derivatives thereof but not containing hormones or other products of 2937 or antibiotics
0300390,Other:
0300410,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives"
0300420,Containing other antibiotics
0300431,Containing insulin
0300432,"Containing adrenal corticosteroid hormones, their derivatives or structural analogues"
0300439,Other
0300440,"Containing alkaloids or derivatives thereof but not containing hormones, other products of 2937 or antibiotics"
0300450,Other medicaments containing vitamins or other products of 2936
0300490,Other
0300510,Adhesive dressings and other articles having an adhesive layer
0300590,Other
0300610,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarn) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable"
0300620,Blood-grouping reagents
0300630,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient
0300640,Dental cements and other dental fillings; bone reconstruction cements
0300650,First-aid boxes and kits
0300660,"Chemical contraceptive preparations based on hormones, on other products of 2937 or on spermicides"
0300670,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
0300691,Appliances identifiable for ostomy use
0300692,Waste pharmaceuticals
0310100,"IMAL OR VEGETABLE FERTILISERS, WHETHER OR NOT MIXED TOGETHER OR CHEMICALLY TREATED; FERTILISERS PRODUCED BY THE MIXING OR CHEMICAL TREATMENT OF ANIMAL OR VEGETABLE PRODUCTS"
0310210,"Urea, whether or not in aqueous solution"
0310221,Ammonium sulphate
0310229,Other
0310230,"Ammonium nitrate, whether or not in aqueous solution"
0310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances
0310250,Sodium nitrate
0310260,Double salts and mixtures of calcium nitrate and ammonium nitrate
0310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution
0310290,"Other, including mixtures not specified in the foregoing subheadings"
0310310,Superphosphates
0310390,Other
0310420,Potassium chloride
0310430,Potassium sulphate
0310490,Other
0310510,Goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg
0310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium"
0310530,Diammonium hydrogenorthophosphate (diammonium phosphate)
0310540,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)
0310551,Containing nitrates and phosphates
0310559,Other
0310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium
0310590,Other
0320110,Quebracho extract
0320120,Wattle extract
0320190,Other
0320210,Synthetic organic tanning substances
0320290,Other
0320300,"LOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN (INCLUDING DYEING EXTRACTS BUT EXCLUDING ANIMAL BLACK), WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON COLOURING MATTER OF VEGETABLE OR ANIMAL ORIGIN"
0320411,Disperse dyes and preparations based thereon
0320412,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon"
0320413,Basic dyes and preparations based thereon
0320414,Direct dyes and preparations based thereon
0320415,Vat dyes (including those usable in that state as pigments) and preparations based thereon
0320416,Reactive dyes and preparations based thereon
0320417,Pigments and preparations based thereon
0320419,"Other, including mixtures of colouring matter of two or more of 3204.11 to 3204.19"
0320420,Synthetic organic products of a kind used as fluorescent brightening agents
0320490,Other
0320500,LOUR LAKES; PREPARATIONS BASED ON COLOUR LAKES AS SPECIFIED IN NOTE 3 TO THIS CHAPTER
0320611,Containing 80% or more by weight of titanium dioxide calculated on the dry matter
0320619,Other
0320620,Pigments and preparations based on chromium compounds
0320641,Ultramarine and preparations based thereon
0320642,Lithopone and other pigments and preparations based on zinc sulphide
0320649,Other
0320650,Inorganic products of a kind used as luminophores
0320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations"
0320720,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations"
0320730,Liquid lustres and similar preparations
0320740,"Glass frit and other glass, in the form of powder, granules or flakes"
0320810,Based on polyesters
0320820,Based on acrylic or vinyl polymers
0320890,Other
0320910,Based on acrylic or vinyl polymers
0320990,Other
0321000,"HER PAINTS AND VARNISHES (INCLUDING ENAMELS, LACQUERS AND DISTEMPERS); PREPARED WATER PIGMENTS OF A KIND USED FOR FINISHING LEATHER"
0321100,EPARED DRIERS
0321210,Stamping foils
0321290,Other
0321310,Colours in sets
0321390,Other
0321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings"
0321490,Other
0321511,Black
0321519,Other
0321590,Other
0330112,Of orange
0330113,Of lemon
0330119,Other
0330124,Of peppermint (Mentha piperita)
0330125,Of other mints
0330129,Other:
0330130,Resinoids
0330190,Other
0330210,Of a kind used in the food or drink industries
0330290,Other
0330300,RFUMES AND TOILET WATERS:
0330410,Lip make-up preparations
0330420,Eye make-up preparations
0330430,Manicure or pedicure preparations
0330491,"Powders, whether or not compressed"
0330499,Other:
0330510,Shampoos
0330520,Preparations for permanent waving or straightening
0330530,Hair lacquers
0330590,Other
0330610,Dentifrices
0330620,Yarn used to clean between the teeth (dental floss)
0330690,Other
0330710,"Pre-shave, shaving or after-shave preparations"
0330720,Personal deodorants and antiperspirants
0330730,Perfumed bath salts and other bath preparations
0330741,Agarbatti' and other odoriferous preparations which operate by burning
0330749,Other
0330790,Other
0340111,For toilet use (including medicated products)
0340119,Other
0340120,Soap in other forms
0340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
0340211,Anionic
0340212,Cationic
0340213,Non-ionic
0340219,Other
0340220,Preparations put up for retail sale:
0340290,Other:
0340311,"Preparations for the treatment of textile materials, leather, furskins or other materials"
0340319,Other
0340391,"Preparations for the treatment of textile materials, leather, furskins or other materials"
0340399,Other
0340420,Of poly(oxyethylene) (polyethylene glycol)
0340490,Other
0340510,"Polishes, creams and similar preparations for footwear or leather"
0340520,"Polishes, creams and similar preparations for the maintenance of wooden furniture, floors or other woodwork"
0340530,"Polishes and similar preparations for coachwork, other than metal polishes"
0340540,Scouring pastes and powders and other scouring preparations
0340590,Other
0340600,"NDLES, TAPERS AND THE LIKE"
0340700,"DELLING PASTES, INCLUDING THOSE PUT UP FOR CHILDREN'S AMUSEMENT; PREPARATIONS KNOWN AS 'DENTAL WAX' OR AS 'DENTAL IMPRESSION COMPOUNDS', PUT UP IN SETS, IN PACKINGS FOR RETAIL SALE OR IN PLATES, HORSESHOE SHAPES, STICKS OR SIMILAR FORMS; OTHER PREPARATIONS FOR USE IN DENTISTRY, WITH A BASIS OF PLASTER (OF CALCINED GYPSUM OR CALCIUM SULPHATE)"
0350110,Casein
0350190,Other
0350211,Dried
0350219,Other
0350220,"Milk albumin, including concentrates of two or more whey proteins"
0350290,Other
0350300,"LATIN (INCLUDING GELATIN IN RECTANGULAR (INCLUDING SQUARE) SHEETS, WHETHER OR NOT SURFACE-WORKED OR COLOURED) AND GELATIN DERIVATIVES; ISINGLASS; OTHER GLUE OF ANIMAL ORIGIN, EXCLUDING CASEIN GLUES OF 3501"
0350400,"PTONES AND THEIR DERIVATIVES; OTHER PROTEIN SUBSTANCES AND THEIR DERIVATIVES, NOT ELSEWHERE SPECIFIED OR INCLUDED; HIDE POWDER, WHETHER OR NOT CHROMED"
0350510,Dextrins and other modified starches
0350520,Glues
0350610,"Products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg"
0350691,Adhesives based on polymers of 3901 to 3913 or on rubber
0350699,Other
0350710,Rennet and concentrates thereof
0350790,Other
0360100,OPELLENT POWDERS
0360200,"EPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS"
0360300,FETY FUSES; DETONATING FUSES; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC DETONATORS
0360410,Fireworks
0360490,Other
0360500,"TCHES, OTHER THAN PYROTECHNIC ARTICLES OF HEADING NO. 3604"
0360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cubic centimetres
0360690,Other
0370110,For X-ray
0370120,Instant print film
0370130,"Other plates and film, with any side exceeding 255 mm"
0370191,For colour photography (polychrome)
0370199,Other
0370210,For X-ray
0370231,For colour photography (polychrome)
0370232,"Other, with silver halide emulsion"
0370239,Other
0370241,"Of a width exceeding 610 mm and of a length exceeding 200 m, for colour photography (polychrome)"
0370242,"Of a width exceeding 610 mm and of a length exceeding 200 m, other than for colour photography"
0370243,Of a width exceeding 610 mm and of a length not exceeding 200 m
0370244,Of a width exceeding 105 mm but not exceeding 610 mm
0370252,Of a width not exceeding 16 mm
0370253,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, for slides"
0370254,"Of a width exceeding 16 mm but not exceeding 35 mm and of a length not exceeding 30 m, other than for slides"
0370255,Of a width exceeding 16 mm but not exceeding 35 mm and of a length exceeding 30 m
0370256,Of a width exceeding 35 mm
0370296,Of a width not exceeding 35 mm and of a length not exceeding 30 m
0370297,Of a width not exceeding 35 mm and of a length exceeding 30 m
0370298,Of a width exceeding 35 mm
0370310,In rolls of a width exceeding 610 mm
0370320,"Other, for colour photography (polychrome)"
0370390,Other
0370400,"OTOGRAPHIC PLATES, FILM, PAPER, PAPERBOARD AND TEXTILES, EXPOSED BUT NOT DEVELOPED"
0370510,For offset reproduction
0370590,Other
0370610,Of a width of 35 mm or more
0370690,Other
0370710,Sensitising emulsions
0370790,Other
0380110,Artificial graphite
0380120,Colloidal or semi-colloidal graphite
0380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings
0380190,Other
0380210,Activated carbon
0380290,Other
0380300,"LL OIL, WHETHER OR NOT REFINED"
0380400,"SIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP, WHETHER OR NOT CONCENTRATED, DESUGARED OR CHEMICALLY TREATED, INCLUDING LIGNIN SULPHONATES, BUT EXCLUDING TALL OIL OF 3803"
0380510,"Gum, wood or sulphate turpentine oils"
0380590,Other
0380610,Rosin and resin acids
0380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts"
0380630,Ester gums
0380690,Other
0380700,"OD TAR; WOOD TAR OILS; WOOD CREOSOTE; WOOD NAPHTHA; VEGETABLE PITCH; BREWERS' PITCH AND SIMILAR PREPARATIONS BASED ON ROSIN, RESIN ACIDS OR ON VEGETABLE PITCH"
0380850,Goods specified in Subheading Note 1 to this Chapter:
0380891,Insecticides
0380892,Fungicides
0380893,"Herbicides, anti-sprouting products and plant-growth regulators:"
0380894,Disinfectants
0380899,Other
0380910,With a basis of amylaceous substances
0380991,Of a kind used in the textile or like industries
0380992,Of a kind used in the paper or like industries
0380993,Of a kind used in the leather or like industries
0381010,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials"
0381090,Other
0381111,Based on lead compounds
0381119,Other
0381121,Containing petroleum oils or oils obtained from bituminous minerals
0381129,Other
0381190,Other
0381210,Prepared rubber accelerators
0381220,Compound plasticisers for rubber or plastics
0381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics
0381300,EPARATIONS AND CHARGES FOR FIRE-EXTINGUISHERS; CHARGED FIRE-EXTINGUISHING GRENADES
0381400,"GANIC COMPOSITE SOLVENTS AND THINNERS, NOT ELSEWHERE SPECIFIED OR INCLUDED; PREPARED PAINT OR VARNISH REMOVERS"
0381511,With nickel or nickel compounds as the active substance
0381512,With precious metal or precious metal compounds as the active substance
0381519,Other
